brand,category,description,gender,id,image,name,numOfferPercent,offer,offerPercent,price,review
Carlton,Flats,Step into luxury with Carlton London. These gold four-strapped sandals for women offer a stylish design and all-day comfort for your summer outings.,Women,2628,http://assets.myntassets.com/v1/images/style/properties/865a39d6f7e6d219f888220b452c7239_images.jpg,Carlton London Women Four Strapped Gold Sandal,0,FALSE,,4399,3.4
Carlton,Flats,Step out in style with Carlton London. These black four-strapped sandals for women offer both sophistication and comfort for your casual adventures.,Women,2629,http://assets.myntassets.com/v1/images/style/properties/3c1282e51eb6c43ff789db59376f9c02_images.jpg,Carlton London Women Four Strapped Black Sandal,0,FALSE,,5199,1.3
Carlton,Formal Shoes,Elevate your style with Carlton London. These semi-formal black shoes for men offer both sophistication and versatility for your formal or semi-formal occasions.,Men,2642,http://assets.myntassets.com/v1/images/style/properties/e571426e3de987910f5bdd984338bd77_images.jpg,Carlton London Men Semi Formal Black Shoe,0,FALSE,,4899,4.3
Lee,Casual Shoes,Step into urban style with Lee Cooper. These black leather casual shoes for men offer both sophistication and versatility for your everyday adventures.,Men,2817,http://assets.myntassets.com/v1/images/style/properties/3236b8ebf59620600dab8e1fbe8fd01f_images.jpg,Lee Cooper Men's Casual Leather Black Shoe,0,FALSE,,2949,3.8
Lee,Sandals,Elevate your formal look with Lee Cooper. These black leather formal sandals for men offer both style and refinement for your special occasions.,Men,2820,http://assets.myntassets.com/v1/images/style/properties/3d1bbf550e8fe9db493fe79dc83d25ce_images.jpg,Lee Cooper Men Formal Leather Black Sandal,0,FALSE,,4949,4
Lee,Sandals,Step into sophistication with Lee Cooper. These brown leather formal sandals for men offer both elegance and versatility for your formal events.,Men,2821,http://assets.myntassets.com/v1/images/style/properties/d7c47ca9f2381f2467cd89d19e70af3a_images.jpg,Lee Cooper Men Formal Leather Brown Sandal,0,FALSE,,699,3.5
Lee,Formal Shoes,Elevate your look with Lee Cooper. These brown leather semi-formal shoes for men offer both style and sophistication for your everyday wear.,Men,2826,http://assets.myntassets.com/v1/images/style/properties/af0944e686e90b5d9dbc5bc7e0be982f_images.jpg,Lee Cooper Men Leather Semi Formal Brown Shoe,0,FALSE,,3349,3.3
Lee,Formal Shoes,Step into timeless elegance with Lee Cooper. These black formal shoes for men offer classic style and versatility for any occasion.,Men,2827,http://assets.myntassets.com/v1/images/style/properties/b83e64858ee7aa7fc15ea781eebf1a4f_images.jpg,Lee Cooper Men's Formal Simpleton Black Shoe,0,FALSE,,5849,4.2
Lee,Casual Shoes,Step into urban style with Lee Cooper. These denim blue casual shoes for men offer both versatility and laid-back charm for your everyday wear.,Men,2828,http://assets.myntassets.com/v1/images/style/properties/d8fbc6ec5c348077864f687febb98cca_images.jpg,Lee Cooper Men's LC Casual Denim Blue Shoe,0,FALSE,,2449,3.5
Catwalk,Heels,Step into comfort and style with Catwalk. These leather flats for women offer both elegance and ease for your everyday wear.,Women,2872,http://assets.myntassets.com/v1/images/style/properties/4d90e05b9e99e203b3ce191439619bcb_images.jpg,Catwalk Women Leather Flats,0,FALSE,,2099,2.7
Catwalk,Heels,Elevate your look with Catwalk. These black heels for women offer timeless sophistication and versatile style for any occasion.,Women,2874,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Party-Collection-Black-Sandal_c2123218f8a47cfeadcdcee58c8a2bcc_images.jpg,Catwalk Women Black Heels,0,FALSE,,6849,4.2
Catwalk,Heels,Make a statement with Catwalk. These formal grey heels for women offer sleek elegance and refined style for your formal events.,Women,2880,http://assets.myntassets.com/v1/images/style/properties/8a26ede7aff18660f1f94a88e7d29fb9_images.jpg,Catwalk Women Leather Formal Grey Heels,0,FALSE,,6949,3.9
Catwalk,Flats,Embrace laid-back charm with Catwalk. These leather brown flats for women offer both style and comfort for your casual outings.,Women,2886,http://assets.myntassets.com/v1/images/style/properties/94a9deea53125663d9bbe61cb38b84b4_images.jpg,Catwalk Women Leather Brown Flats,0,FALSE,,3349,4.7
Catwalk,Heels,Add a touch of grace to your ensemble with Catwalk. These black ballerinas for women offer classic elegance and versatility for any occasion.,Women,2887,http://assets.myntassets.com/v1/images/style/properties/be6ffa0b5e8e20e319326fc6b28f0cd4_images.jpg,Catwalk Women Black Ballerinas,0,FALSE,,7099,1.3
Catwalk,Heels,Shine bright on your special day with Catwalk. These heeled bronze heels for women offer both glamour and sophistication for your wedding ensemble.,Women,2888,http://assets.myntassets.com/v1/images/style/properties/099e8242ba7479b2eca56824293bbfb2_images.jpg,Catwalk Women Wedding Heeled Bronze Heels,0,FALSE,,999,3.8
Catwalk,Heels,Step into chic simplicity with Catwalk. These cutshoe brown flats for women offer both style and comfort for your everyday adventures.,Women,2889,http://assets.myntassets.com/v1/images/style/properties/45922b1a8128dc3373f2e597d48bdcd4_images.jpg,Catwalk Women Leather Cutshoe Brown Flats,0,FALSE,,1499,2.9
Catwalk,Heels,Make your wedding day unforgettable with Catwalk. These silver heels for women offer elegance and grace for your special occasion.,Women,2900,http://assets.myntassets.com/v1/images/style/properties/7a9831345651cc31b67657574d22d661_images.jpg,Catwalk Women Wedding Collection Silver Heels,0,FALSE,,3099,3.8
Catwalk,Heels,Step into confidence with Catwalk. These corporate black heels for women offer both professionalism and style for your work attire.,Women,2901,http://assets.myntassets.com/v1/images/style/properties/e62f6bac3697e424e9c42727bdf08079_images.jpg,Catwalk Women Corporate Leather Black Heels,0,FALSE,,4749,4.5
Puma,Sports Shoes,Step into style with Puma. These white & blue Basket Biz shoes for men offer both versatility and comfort for your everyday wear.,Men,2963,http://assets.myntassets.com/v1/images/style/properties/8fe5241611ac361fa7103caa71beed8f_images.jpg,Puma Men's Basket Biz White & Blue Shoe,0,FALSE,,1849,2.6
Puma,Casual Shoes,Elevate your look with Puma. These white & green Match Classic shoes for men offer both style and comfort for your everyday wear.,Men,2964,http://assets.myntassets.com/v1/images/style/properties/0ec80253c849cad29f12883f49dacb97_images.jpg,Puma Men's Match Classic White & Green Shoe,0,FALSE,,4849,1.3
Catwalk,Heels,Add a touch of sparkle to your step with Catwalk. These studded crystal silver flats for women offer both elegance and glamour for your everyday wear.,Women,3134,http://assets.myntassets.com/v1/images/style/properties/513613320d9fb0f3d3e7debe088314e1_images.jpg,Catwalk Women Flat Studded Crystal Silver Flats,0,FALSE,,4299,3.7
Catwalk,Heels,Make a statement with Catwalk. These heeled black heels with golden straps for women offer both sophistication and flair for your evening look.,Women,3135,http://assets.myntassets.com/v1/images/style/properties/33297561a7540d13c77164a3bbe276e4_images.jpg,Catwalk Women Heeded Golden Strap Black Heels,0,FALSE,,7099,3.1
Nike,Sports Shoes,Step into performance with Nike. These black Lunarswift shoes for men offer both comfort and support for your athletic endeavors.,Men,3150,http://assets.myntassets.com/v1/images/style/properties/f23c4d59eb6ca3cd621c3db690e0c708_images.jpg,Nike Men's Lunarswift Black Shoe,0,FALSE,,7999,4
Nike,Sports Shoes,Elevate your athletic performance with Nike. These blue Lunarswift shoes for men offer both style and functionality for your active lifestyle.,Men,3151,http://assets.myntassets.com/v1/images/style/properties/7ee77f6e00c30da7cd5a1b3d93fe5943_images.jpg,Nike Men's Lunarswift Blue Shoe,0,FALSE,,1849,3
Nike,Sports Shoes,Make a statement with Nike. These white blue Air Max Moto shoes for men offer both comfort and style for your active lifestyle.,Men,3159,http://assets.myntassets.com/v1/images/style/properties/538e095d6e2d1fe70731f5a14c154f2a_images.jpg,Nike Men's Air Max Moto White Blue Shoe,0,FALSE,,1449,3.4
Nike,Sports Shoes,Step into comfort with Nike. These white Dual Fusion shoes for men offer both versatility and support for your everyday wear.,Men,3160,http://assets.myntassets.com/v1/images/style/properties/2647d08362ed75f3d01e78bad9f0b98f_images.jpg,Nike Men's Dual Fusion White Shoe,0,FALSE,,8049,3.9
Nike,Sports Shoes,Elevate your performance with Nike. These white grey Air Citius MSL shoes for men offer both comfort and style for your active lifestyle.,Men,3161,http://assets.myntassets.com/v1/images/style/properties/baffde85f36e72580d7246b0952ee688_images.jpg,Nike Men's Air Citius MSL White Grey Shoe,0,FALSE,,6549,4.3
Nike,Sports Shoes,Step into style with Nike. These white blue Main Draw shoes for women offer both versatility and comfort for your everyday wear.,Women,3167,http://assets.myntassets.com/v1/images/style/properties/82507926a02671be58e238ab26c5a1a3_images.jpg,Nike Women Main Draw White Blue Shoe,0,FALSE,,2199,3.9
Nike,Sports Shoes,Make a statement with Nike. These white blue Incinerate MSL shoes for men offer both style and functionality for your active lifestyle.,Men,3168,http://assets.myntassets.com/v1/images/style/properties/4eff2353c62ec8b7bca9fbbaf5996bd2_images.jpg,Nike Men's Incinerate MSL White Blue Shoe,0,FALSE,,3049,3
Puma,Casual Shoes,Step into style with Puma. These black Sabadella Sequin shoes for women offer both elegance and comfort for your everyday wear.,Women,3228,http://assets.myntassets.com/v1/images/style/properties/41c108c11e8260e4ea2172d6c0f42ffb_images.jpg,Puma Women Sabadella Sequin Black Shoe,0,FALSE,,4299,3.9
Puma,Casual Shoes,Elevate your style with Puma. These black Saba Ballet Fun shoes for women offer both comfort and versatility for your everyday wear.,Women,3235,http://assets.myntassets.com/v1/images/style/properties/1ec22912065235af2277e77ba1ef2dd1_images.jpg,Puma Women Saba Ballet Fun Black Shoe,0,FALSE,,6899,4.4
ADIDAS,Sports Shoes,"Embrace elegance with ADIDAS. These women's Furano shoes boast a stunning white and violet stripe design, perfect for adding a pop of color to any outfit.",Women,3463,http://assets.myntassets.com/v1/images/style/properties/a26cc6cd79df11dfea563a80c06a08e6_images.jpg,ADIDAS Women Furano White Violet Stripe Shoe,29,TRUE,29% off,7349,4.2
ADIDAS,Sports Sandals,"Embrace casual sophistication with ADIDAS. Slip into these dark navy and black sandals, crafted for women who value both style and comfort.",Women,3490,http://assets.myntassets.com/v1/images/style/properties/bcfceb8fce1a8e92e9c052ea2a31e9d7_images.jpg,ADIDAS Women Spry Dark Navy Black Sandal,0,FALSE,,5999,4.4
ADIDAS,Casual Shoes,Set sail in style with ADIDAS. These women's Boat shoes in black and ice grey are perfect for those who appreciate a blend of functionality and fashion.,Women,3497,http://assets.myntassets.com/v1/images/style/properties/755a22520605caafbe5c1365d9efeb4b_images.jpg,ADIDAS Women Boat Black Icegrey Shoe,0,FALSE,,1149,2.8
ADIDAS,Sports Sandals,"Dive into comfort with ADIDAS. These navy blue sandals for men offer both style and practicality, perfect for everyday wear.",Men,3503,http://assets.myntassets.com/v1/images/style/properties/Adidas-Men-Spry-Navy-Yellow-Sandal_809772c91b008543bbf5b2976a750b92_images.jpg,ADIDAS Men Navy Blue Sandals,0,FALSE,,6299,3.3
ADIDAS,Sandals,Step into adventure with ADIDAS. These men's Spry sandals in wine and black are designed for those who seek both comfort and bold style statements.,Men,3504,http://assets.myntassets.com/v1/images/style/properties/92d20316dd7f9f71e57e03068a011d35_images.jpg,ADIDAS Men Spry Wine Black Sandal,0,FALSE,,499,3.7
ADIDAS,Casual Shoes,Step into freshness with ADIDAS. These women's Adi Light shoes in white are designed to keep your style cool and crisp all day long.,Women,3505,http://assets.myntassets.com/v1/images/style/properties/d0746f8615346b3fda0b4e178eee0f71_images.jpg,ADIDAS Women Adi Light White Fresh Shoe,0,FALSE,,8499,4.5
ADIDAS,Sports Shoes,Hit the ground running in style with ADIDAS. These men's running shoes in white and silver offer both performance and a sleek design.,Men,3566,http://assets.myntassets.com/v1/images/style/properties/7dae540b7b309f050e1e1b635ceabf85_images.jpg,ADIDAS Men's White Silver Running Shoe,0,FALSE,,399,3.8
ADIDAS,Sports Shoes,Step up your running game with ADIDAS. These men's running shoes in silver and white combine style and functionality for the modern athlete.,Men,3567,http://assets.myntassets.com/v1/images/style/properties/7210fc2b108553e1603a5ba8d5dcf0e5_images.jpg,ADIDAS Men's Silver White Running Shoe,0,FALSE,,3699,2.5
ADIDAS,Sandals,Stay cool and casual with ADIDAS. These lightbone brown sandals for men offer both comfort and a laid-back style for your everyday adventures.,Men,3569,http://assets.myntassets.com/v1/images/style/properties/dfc72752bea77607827945515d2d238c_images.jpg,ADIDAS Mens Lightbone Brown Sandal,0,FALSE,,7249,4.1
Puma,Flip Flops,Step into laid-back style with Puma. These coral pink & white flip flops for women offer both comfort and ease for your casual outings.,Women,3618,http://assets.myntassets.com/v1/images/style/properties/70e7eb9918704eade367b090d806530e_images.jpg,Puma Women's Coral Pink White Flip Flop,0,FALSE,,2549,4.6
Puma,Flip Flops,Elevate your comfort with Puma. These coral green & white flip flops for women offer both style and relaxation for your casual outings.,Women,3620,http://assets.myntassets.com/v1/images/style/properties/54886447b440c758c960390254f7a1c8_images.jpg,Puma Women's Coral Green White Flip Flop,0,FALSE,,2049,3.1
Fila,Sandals,Step into comfort and style with Fila. These olive black sandals for men offer both functionality and sleek design for your outdoor adventures.,Men,4112,http://assets.myntassets.com/v1/images/style/properties/a35fc6de28c54581cca294e2907237ba_images.jpg,Fila Men Motor Sports Olive Black Sandals,13,TRUE,13% off,4549,4.2
Fila,Casual Shoes,Elevate your look with Fila. These white shoes for men offer classic style and versatility for your everyday wear.,Men,4113,http://assets.myntassets.com/v1/images/style/properties/7f46e61a64650eab8464bdbb5f8349a9_images.jpg,Fila Men's Bruno White Shoe,8,TRUE,8% off,3649,3.9
Fila,Sandals,Make a statement with Fila. These obsidian black sandals for men offer both style and comfort for your casual outings.,Men,4114,http://assets.myntassets.com/v1/images/style/properties/899733c446d42173fdb9ade7481ddb5e_images.jpg,Fila Men Obsidian Black Sandal,14,TRUE,14% off,1849,3.5
Fila,Casual Shoes,Step into comfort and style with Fila. These white red shoes for men offer breathability and vibrant style for your everyday adventures.,Men,4141,http://assets.myntassets.com/v1/images/style/properties/2b324f99796b96c6e18d6128a1784163_images.jpg,Fila Men's Breath White Red Shoe,57,TRUE,57% off,4449,3.8
Nike,Sports Shoes,Step into performance with Nike. These white purple Trainer shoes for women offer both comfort and support for your athletic endeavors.,Women,4146,http://assets.myntassets.com/v1/images/style/properties/3fdda2893609ddafe1a29631bed51c91_images.jpg,Nike Women Trainer White Purple Shoe,33,TRUE,33% off,3599,3.2
Nike,Sports Shoes,Elevate your athletic performance with Nike. These white grey Glide shoes for women offer both style and functionality for your active lifestyle.,Women,4147,http://assets.myntassets.com/v1/images/style/properties/bcb241296d93b8198038571a64f99b97_images.jpg,Nike Women Glide White Grey Shoe,31,TRUE,31% off,8299,4.2
Nike,Sports Shoes,Make a statement with Nike. These white pink Glide shoes for women offer both comfort and style for your active lifestyle.,Women,4148,http://assets.myntassets.com/v1/images/style/properties/c48ebbfd2bcc5ec33a4fa5bdf5cecb40_images.jpg,Nike Women Glide White Pink Shoe,0,FALSE,,2249,3.9
Nike,Sports Shoes,Step into comfort with Nike. These white pink Free shoes for women offer both versatility and support for your everyday wear.,Women,4149,http://assets.myntassets.com/v1/images/style/properties/9eb4ad2705fa944b8ffcbee87922bafe_images.jpg,Nike Women Free White Pink Shoe,0,FALSE,,6749,3.8
Reebok,Sports Shoes,Elevate your workout with Reebok. These Zig Sonic sports shoes for women offer both support and style for your active lifestyle.,Women,4170,http://assets.myntassets.com/v1/images/style/properties/Reebok-Women-ZIg-Sonic-Yellow-Shoe_3fd0ab8a1be37f346a5522a9e450d30a_images.jpg,Reebok Women Zig Sonic Yellow and Grey Sports Shoes,35,TRUE,35% off,6599,2.8
Reebok,Sports Shoes,Step into comfort with Reebok. These Easytone Inspire shoes for men offer both relaxation and style for your everyday wear.,Men,4171,http://assets.myntassets.com/v1/images/style/properties/461d2320504d9d9f1cbe2ebfd6ac7aae_images.jpg,Reebok Men's Easytone Inspire White Shoe,37,TRUE,37% off,1149,3.1
Fila,Sports Shoes,Elevate your look with Fila. These black white shoes for men offer both style and versatility for your everyday wear.,Men,4342,http://assets.myntassets.com/v1/images/style/properties/e768f4ef962232b52ad4c1b2ac7331fe_images.jpg,Fila Men's Phoenix Black White Shoe,67,TRUE,67% off,4549,3.6
Fila,Casual Shoes,Make a statement with Fila. These red shoes for men offer bold style and vibrant color for your casual outings.,Men,4343,http://assets.myntassets.com/v1/images/style/properties/6c47906c4ede8ac1c9142bdba8e6fd63_images.jpg,Fila Men Leonard Red Shoes,11,TRUE,11% off,2049,4.3
Fila,Sports Shoes,Step into comfort and style with Fila. These white blue shoes for men offer both elegance and versatility for your everyday wear.,Men,4344,http://assets.myntassets.com/v1/images/style/properties/05258b3aab19101a69bf27340d1f6aa1_images.jpg,Fila Men's Abascuss White Blue Shoe,16,TRUE,16% off,4799,3.1
Fila,Sports Shoes,Elevate your look with Fila. These white navy shoes for men offer classic style and sophistication for any occasion.,Men,4345,http://assets.myntassets.com/v1/images/style/properties/2a9aba279ac9fbeea32962d5ec9f0d76_images.jpg,Fila Men's Mythos White Navy Shoe,0,FALSE,,5349,3.4
Lotto,Sports Shoes,Step into comfort and style with Lotto. These grey violet shoes for women offer both functionality and sleek design for your everyday wear.,Women,4512,http://assets.myntassets.com/v1/images/style/properties/ca70f3039d167c2b161e684a4ceb0b96_images.jpg,Lotto Women Osaka Grey Violet Shoe,0,FALSE,,649,4.4
Puma,Sports Shoes,Step into style with Puma. These white navy silver red Tarun shoes for men offer both versatility and comfort for your everyday wear.,Men,4514,http://assets.myntassets.com/v1/images/style/properties/a2fdddec353fbe8c390b0bcb09105c33_images.jpg,Puma Men's Tarun White Navy Silver Red Shoe,0,FALSE,,2849,2.8
Puma,Sports Shoes,Elevate your look with Puma. These white silver red Tarun shoes for men offer both style and comfort for your everyday wear.,Men,4515,http://assets.myntassets.com/v1/images/style/properties/25cffc1cddbfbc2ae8c8a98ee2431665_images.jpg,Puma Men's Tarun White Silver Red Shoe,0,FALSE,,7199,3.1
Puma,Sports Shoes,Step into comfort with Puma. These grey Faas shoes for men offer both versatility and support for your everyday wear.,Men,4522,http://assets.myntassets.com/v1/images/style/properties/437ba16eb3cd98b8f0766a1f7be7ba2a_images.jpg,Puma Men's Faas Grey Shoes,9,TRUE,9% off,649,2.8
Puma,Sports Shoes,Elevate your performance with Puma. These blue white silver red Faas shoes for men offer both style and functionality for your everyday wear.,Men,4523,http://assets.myntassets.com/v1/images/style/properties/0411da3a022ade1d11dfb7affdc6f536_images.jpg,Puma Men's Faas Blue White Silver Red Shoe,29,TRUE,29% off,8199,3.4
Puma,Sports Shoes,Step into style with Puma. These black white YugoRun shoes for men offer both comfort and versatility for your everyday wear.,Men,4524,http://assets.myntassets.com/v1/images/style/properties/fae0ae76d008674551fbdbb64988ea51_images.jpg,Puma Men's YugoRun Black White Shoe,0,FALSE,,1549,3.7
Puma,Sports Shoes,Elevate your look with Puma. These white red YugoRun shoes for men offer both style and comfort for your everyday wear.,Men,4525,http://assets.myntassets.com/v1/images/style/properties/238b3b400213329e4cd1b554140b23f8_images.jpg,Puma Men's YugoRun White Red Shoe,28,TRUE,28% off,599,3.1
Nike,Sports Shoes,Elevate your look with Nike. These black Air Max shoes for men offer both style and functionality for your everyday wear.,Men,4546,http://assets.myntassets.com/v1/images/style/properties/6d489d04b2840d450005883d5605c311_images.jpg,Nike Men's Air Max Black Shoe,39,TRUE,39% off,5549,4.4
Nike,Sports Shoes,Step into style with Nike. These white black Egoli shoes for men offer both versatility and comfort for your everyday wear.,Men,4547,http://assets.myntassets.com/v1/images/style/properties/1a90672c4e274285787269ba20bd524f_images.jpg,Nike Men's Egoli White Black Shoe,51,TRUE,51% off,5799,4.1
Nike,Sports Shoes,Make a statement with Nike. These black Sweet AC shoes for women offer both style and functionality for your everyday wear.,Women,4548,http://assets.myntassets.com/v1/images/style/properties/d7a462a4923cea56cad4189996452b11_images.jpg,Nike Women Sweet AC Black Shoe,0,FALSE,,4949,3.9
Nike,Sports Shoes,Step into performance with Nike. These white Air Dictate shoes for men offer both comfort and support for your athletic endeavors.,Men,4549,http://assets.myntassets.com/v1/images/style/properties/5849b0dd76fe003fa112666be7b2850c_images.jpg,Nike Men's Air Dictate White Shoe,29,TRUE,29% off,4549,3.5
Nike,Sports Shoes,Elevate your look with Nike. These black Iza shoes for women offer both style and comfort for your everyday wear.,Women,4570,http://assets.myntassets.com/v1/images/style/properties/beb7d279c7cbe08ca2d355758d416ac4_images.jpg,Nike Women Iza Black Shoe,24,TRUE,24% off,7749,3.3
Nike,Sports Shoes,Make a statement with Nike. These purple Air Max Trainer Excel sports shoes for women offer both style and functionality for your active lifestyle.,Women,4571,http://assets.myntassets.com/v1/images/style/properties/Nike-Women-Air-Max-Trainer-Excel-Purple-Sports-Shoes_4896c7368340434c6c7114d66442cd86_images.jpg,Nike Women Air Max Trainer Excel Purple Sports Shoes,37,TRUE,37% off,2349,4.5
Nike,Sports Shoes,Step into comfort with Nike. These grey Incinera shoes for men offer both versatility and support for your everyday wear.,Men,4576,http://assets.myntassets.com/v1/images/style/properties/33d5b86f0a0c396c4be6f05ea82e7a23_images.jpg,Nike Men's Incinera Grey Shoe,0,FALSE,,1249,4.2
Nike,Sports Shoes,Step into speed with Nike. These pink Mercurial Vic shoes for men offer both style and performance for your athletic endeavors.,Men,4577,http://assets.myntassets.com/v1/images/style/properties/02e75f751ca7d599f0187051c4fde10e_images.jpg,Nike Men's Mercurial Vic Pink Shoe,0,FALSE,,2249,3.2
Nike,Sports Shoes,Elevate your game with Nike. These red pink Mercurial Gli shoes for men offer both style and functionality for your athletic pursuits.,Men,4578,http://assets.myntassets.com/v1/images/style/properties/ff09be074c8f743051aa1694007e1555_images.jpg,Nike Men's Mercurial Gli Red Pink Shoe,0,FALSE,,2049,4.1
Nike,Sports Shoes,Step into style with Nike. These blue Zoo shoes for women offer both versatility and comfort for your everyday wear.,Women,4579,http://assets.myntassets.com/v1/images/style/properties/032b2806e0ea06a222d748df28f59c0b_images.jpg,Nike Women Zoo Blue Shoe,17,TRUE,17% off,3949,3.7
ADIDAS,Flats,Step into feminine elegance with ADIDAS. These pink flats for women in the Libria style offer both charm and comfort for any occasion.,Women,4631,http://assets.myntassets.com/v1/images/style/properties/82ce922324eba93164a1b6a1bf22d0dc_images.jpg,ADIDAS Women Libria  Pink Flats,54,TRUE,54% off,1549,3.5
ADIDAS,Sports Shoes,"Unleash your style with ADIDAS. These women's Phantom Low shoes in white, red, and grey offer a striking design that's sure to turn heads.",Women,4637,http://assets.myntassets.com/v1/images/style/properties/595ce97b154bade9d5746e716347e5b5_images.jpg,ADIDAS Women Phantom Low White Red Grey Shoe,42,TRUE,42% off,8149,4.9
